task_id,seed,ensemble,individual
190137,7,0.9447731755424064,0.9467455621301776
168911,9,0.8241206030150754,0.8324958123953099
168911,15,0.8090452261306532,0.8190954773869347
168911,14,0.8425460636515912,0.8224455611390284
168757,19,0.765,0.765
190137,0,0.95069033530572,0.95069033530572
168911,19,0.8324958123953099,0.8257956448911222
168911,12,0.8375209380234506,0.8408710217755444
168911,17,0.830820770519263,0.8341708542713567
168350,19,0.9222941720629048,0.9306197964847364
168911,20,0.8224455611390284,0.8224455611390284
168757,11,0.775,0.765
146820,9,0.9917355371900828,0.9865702479338844
190137,4,0.9467455621301776,0.9526627218934912
168911,11,0.8090452261306532,0.7973199329983249
168350,17,0.9000925069380203,0.9037927844588344
190137,8,0.940828402366864,0.9368836291913216
168757,6,0.725,0.71
168350,18,0.9093432007400556,0.9111933395004626
146820,13,0.9917355371900828,0.987603305785124
190137,12,0.9428007889546351,0.9368836291913216
168350,6,0.9148936170212766,0.9130434782608696
146820,7,0.9896694214876032,0.9896694214876032
168350,7,0.9296947271045328,0.93154486586494
168350,5,0.8926919518963923,0.9037927844588344
168350,3,0.9167437557816835,0.910268270120259
168757,3,0.765,0.7
146820,20,0.9917355371900828,0.9917355371900828
168757,10,0.75,0.71
168757,0,0.795,0.795
168911,0,0.830820770519263,0.8157453936348409
146820,12,0.987603305785124,0.9896694214876032
146820,19,0.9886363636363636,0.9907024793388428
168350,11,0.9130434782608696,0.912118408880666
168911,18,0.830820770519263,0.830820770519263
168350,8,0.9232192414431082,0.9222941720629048
168350,15,0.9167437557816835,0.9204440333024976
190137,16,0.9447731755424064,0.940828402366864
146820,8,0.9855371900826446,0.9834710743801652
146820,6,0.9834710743801652,0.9865702479338844
168757,5,0.76,0.715
190137,19,0.940828402366864,0.9368836291913216
146820,18,0.9855371900826446,0.987603305785124
146820,16,0.9896694214876032,0.9865702479338844
168911,16,0.830820770519263,0.8274706867671692
168350,4,0.9232192414431082,0.9250693802035151
168350,1,0.910268270120259,0.913968547641073
190137,17,0.9428007889546351,0.940828402366864
146820,15,0.9917355371900828,0.9896694214876032
146820,17,0.9917355371900828,0.993801652892562
168350,14,0.9241443108233116,0.9204440333024976
146820,4,0.9855371900826446,0.984504132231405
168911,2,0.8224455611390284,0.8174204355108877
168911,8,0.8559463986599665,0.8525963149078727
168911,10,0.830820770519263,0.8241206030150754
168757,7,0.795,0.79
190137,5,0.940828402366864,0.9349112426035504
168757,1,0.77,0.77
146820,0,0.9783057851239668,0.9762396694214877
190137,11,0.95069033530572,0.9368836291913216
168911,4,0.8291457286432161,0.8274706867671692
190137,15,0.9428007889546351,0.9368836291913216
190137,18,0.930966469428008,0.9250493096646942
168911,5,0.8408710217755444,0.8576214405360134
168350,0,0.9259944495837188,0.9195189639222942
168350,13,0.8936170212765957,0.8880666049953746
146820,1,0.9907024793388428,0.9907024793388428
190137,10,0.9368836291913216,0.9368836291913216
168911,6,0.8391959798994975,0.8324958123953099
168757,17,0.755,0.75
168350,20,0.91581868640148,0.9185938945420906
190137,13,0.9368836291913216,0.9428007889546351
168757,13,0.76,0.79
146820,2,0.987603305785124,0.987603305785124
190137,14,0.940828402366864,0.9349112426035504
168911,7,0.8324958123953099,0.8224455611390284
146820,11,0.9907024793388428,0.9917355371900828
190137,9,0.9566074950690336,0.9388560157790928
168757,20,0.78,0.77
190137,3,0.9349112426035504,0.940828402366864
168350,9,0.9195189639222942,0.9232192414431082
146820,3,0.9824380165289256,0.9824380165289256
168757,15,0.795,0.76
168911,3,0.8324958123953099,0.830820770519263
168757,16,0.75,0.75
168757,18,0.77,0.76
190137,2,0.9428007889546351,0.9368836291913216
190137,20,0.9428007889546351,0.9487179487179488
168757,12,0.765,0.775
168911,1,0.8291457286432161,0.8174204355108877
168757,4,0.8,0.81
168350,16,0.9074930619796484,0.912118408880666
168757,14,0.765,0.72
168757,2,0.75,0.755
146820,5,0.9907024793388428,0.9824380165289256
168757,9,0.76,0.7
168911,13,0.8375209380234506,0.8425460636515912
168350,12,0.9130434782608696,0.9167437557816835
190137,6,0.9428007889546351,0.9428007889546351
168350,10,0.9093432007400556,0.908418131359852
168350,2,0.9130434782608696,0.9241443108233116
168757,8,0.765,0.765
190137,1,0.9428007889546351,0.9467455621301776
146820,14,0.9927685950413224,0.9917355371900828
146820,10,0.987603305785124,0.9855371900826446
