task_id,seed,unweighted_ensemble,weighted_ensemble,individual
190411,3,0.8771084337349397,0.880722891566265,0.8831325301204819
190137,7,0.9388560157790928,0.9447731755424064,0.9368836291913216
359963,3,0.9502164502164502,0.961038961038961,0.9653679653679652
359963,7,0.91991341991342,0.922077922077922,0.9242424242424242
168784,6,0.7609254498714653,0.8149100257069408,0.8483290488431876
359963,4,0.9372294372294372,0.9437229437229436,0.9502164502164502
359968,9,0.921,0.962,0.959
190137,0,0.9447731755424064,0.9487179487179488,0.95069033530572
146818,9,0.855072463768116,0.8478260869565217,0.8333333333333334
168784,9,0.7480719794344473,0.8174807197943444,0.8174807197943444
359965,2,0.984375,0.9921875,0.9984375
359972,7,0.9307317073170732,0.942439024390244,0.951219512195122
2073,1,0.6161616161616161,0.6161616161616161,0.6094276094276094
359955,3,0.76,0.7733333333333333,0.7533333333333333
359972,9,0.9404878048780488,0.9453658536585364,0.9502439024390243
359958,6,0.928082191780822,0.928082191780822,0.910958904109589
359955,6,0.7666666666666667,0.78,0.76
359956,2,0.8530805687203792,0.8530805687203792,0.8720379146919431
2073,6,0.5656565656565656,0.5892255892255892,0.5791245791245792
359956,9,0.8720379146919431,0.8578199052132701,0.8720379146919431
359972,2,0.9365853658536586,0.9492682926829268,0.9521951219512196
168784,2,0.7583547557840618,0.7840616966580977,0.8020565552699229
359958,0,0.8972602739726028,0.9041095890410958,0.9006849315068494
146820,9,0.9462809917355371,0.987603305785124,0.9855371900826446
190137,4,0.9388560157790928,0.9487179487179488,0.9447731755424064
359974,2,0.6346938775510204,0.7061224489795919,0.7081632653061225
168784,0,0.7737789203084833,0.8303341902313625,0.8226221079691517
190146,2,0.8,0.8352941176470589,0.8529411764705882
359972,6,0.935609756097561,0.9619512195121952,0.9609756097560976
190411,4,0.8891566265060241,0.8843373493975903,0.8843373493975903
2073,5,0.5757575757575758,0.6026936026936027,0.5589225589225589
359962,4,0.8507109004739336,0.8459715639810427,0.8459715639810427
190137,8,0.9368836291913216,0.9388560157790928,0.9368836291913216
168757,6,0.69,0.71,0.7
359962,6,0.8672985781990521,0.8767772511848341,0.8838862559241706
359958,1,0.9041095890410958,0.910958904109589,0.9143835616438356
359968,8,0.928,0.966,0.961
359975,7,0.9931372549019608,0.9950980392156864,0.9941176470588236
190146,9,0.7823529411764706,0.8470588235294118,0.8705882352941177
190146,8,0.7705882352941177,0.8411764705882353,0.8411764705882353
359959,1,0.5694915254237288,0.5694915254237288,0.5728813559322034
359962,0,0.8601895734597157,0.8744075829383886,0.8625592417061612
168350,6,0.8233117483811286,0.912118408880666,0.9167437557816835
359968,6,0.924,0.969,0.962
359962,2,0.8507109004739336,0.8530805687203792,0.8601895734597157
146820,7,0.9462809917355371,0.9927685950413224,0.993801652892562
359962,7,0.8649289099526066,0.8649289099526066,0.8436018957345972
359959,2,0.4779661016949152,0.4745762711864407,0.4779661016949152
168350,7,0.8214616096207216,0.93154486586494,0.93154486586494
359972,4,0.9404878048780488,0.9551219512195122,0.9580487804878048
168350,5,0.8094357076780758,0.8926919518963923,0.8963922294172063
359958,3,0.9178082191780822,0.9041095890410958,0.8938356164383562
190411,0,0.8433734939759037,0.8481927710843373,0.8518072289156626
168350,3,0.8223866790009251,0.9074930619796484,0.9074930619796484
168757,3,0.765,0.78,0.7
359955,9,0.76,0.7933333333333333,0.8
146818,3,0.8333333333333334,0.8260869565217391,0.8260869565217391
359972,0,0.942439024390244,0.9551219512195122,0.9619512195121952
168757,0,0.775,0.8,0.77
359956,4,0.8341232227488151,0.8672985781990521,0.8530805687203792
359965,1,0.98125,0.9953125,0.9953125
168350,8,0.8103607770582794,0.913968547641073,0.9093432007400556
2073,7,0.6262626262626263,0.6262626262626263,0.5892255892255892
190146,7,0.7588235294117647,0.8235294117647058,0.8176470588235294
359972,3,0.9346341463414636,0.953170731707317,0.953170731707317
359965,4,0.9921875,0.996875,0.996875
146820,8,0.9462809917355371,0.981404958677686,0.9834710743801652
359956,0,0.8625592417061612,0.8578199052132701,0.8578199052132701
359958,7,0.928082191780822,0.9246575342465754,0.910958904109589
146820,6,0.9462809917355371,0.9907024793388428,0.981404958677686
359972,8,0.9482926829268292,0.9609756097560976,0.9609756097560976
359962,1,0.8554502369668247,0.8601895734597157,0.8720379146919431
168757,5,0.755,0.765,0.74
359968,2,0.926,0.969,0.967
146818,6,0.8840579710144928,0.8840579710144928,0.855072463768116
359974,3,0.6326530612244898,0.6816326530612244,0.686734693877551
359955,2,0.7666666666666667,0.82,0.7866666666666666
146818,7,0.8405797101449275,0.8695652173913043,0.8768115942028986
359962,5,0.8625592417061612,0.8625592417061612,0.8578199052132701
359956,6,0.9004739336492891,0.8957345971563981,0.9004739336492891
168350,4,0.8316373728029602,0.9204440333024976,0.927844588344126
359959,7,0.576271186440678,0.5728813559322034,0.5491525423728814
359965,3,0.9796875,0.990625,0.9890625
359972,5,0.9248780487804878,0.935609756097561,0.9395121951219512
190146,6,0.7470588235294118,0.8352941176470589,0.8470588235294118
359956,5,0.8909952606635071,0.8625592417061612,0.8672985781990521
359968,3,0.917,0.968,0.954
168350,1,0.8325624421831638,0.9148936170212766,0.910268270120259
190411,8,0.8686746987951808,0.8759036144578313,0.8722891566265061
359955,8,0.7666666666666667,0.7666666666666667,0.8
168784,3,0.7609254498714653,0.7994858611825193,0.794344473007712
359963,0,0.9415584415584416,0.9437229437229436,0.9545454545454546
168784,4,0.7352185089974294,0.8226221079691517,0.8123393316195373
146820,4,0.9462809917355371,0.9855371900826446,0.984504132231405
359959,6,0.5898305084745763,0.5661016949152542,0.6067796610169491
359958,5,0.8972602739726028,0.9246575342465754,0.9143835616438356
146818,2,0.9057971014492754,0.9057971014492754,0.8985507246376812
168757,7,0.78,0.79,0.775
190137,5,0.940828402366864,0.940828402366864,0.9388560157790928
359975,0,0.9941176470588236,0.9941176470588236,0.9941176470588236
359956,1,0.8909952606635071,0.90521327014218,0.8862559241706162
190146,0,0.8117647058823529,0.8470588235294118,0.8176470588235294
168757,1,0.77,0.785,0.785
168784,1,0.7455012853470437,0.7892030848329049,0.7789203084832905
359974,9,0.6418367346938776,0.6908163265306122,0.6806122448979591
2073,9,0.6262626262626263,0.6127946127946128,0.6296296296296297
359974,4,0.6418367346938776,0.6959183673469388,0.7010204081632653
190411,5,0.8578313253012049,0.8614457831325302,0.8602409638554217
146820,0,0.9462809917355371,0.981404958677686,0.984504132231405
359968,7,0.92,0.964,0.954
359965,7,0.978125,0.9921875,0.9921875
359962,3,0.8649289099526066,0.8791469194312796,0.8744075829383886
359963,8,0.9285714285714286,0.9285714285714286,0.9372294372294372
359974,7,0.6530612244897959,0.6989795918367347,0.6918367346938775
359965,5,0.98125,0.99375,0.99375
359974,5,0.6204081632653061,0.6724489795918367,0.6755102040816326
146818,5,0.8623188405797102,0.8623188405797102,0.8985507246376812
168350,0,0.8177613320999075,0.9306197964847364,0.9185938945420906
359965,6,0.978125,1.0,0.996875
359975,1,0.9941176470588236,0.9941176470588236,0.9941176470588236
359959,3,0.5898305084745763,0.5661016949152542,0.5525423728813559
146820,1,0.9462809917355371,0.9855371900826446,0.9855371900826446
359958,4,0.9246575342465754,0.9143835616438356,0.8767123287671232
359963,2,0.948051948051948,0.9545454545454546,0.948051948051948
146818,0,0.8478260869565217,0.8840579710144928,0.8623188405797102
359956,7,0.8862559241706162,0.8862559241706162,0.8815165876777251
168784,5,0.7532133676092545,0.8046272493573264,0.8020565552699229
190146,5,0.7411764705882353,0.7705882352941177,0.788235294117647
359968,1,0.93,0.957,0.953
2073,3,0.5858585858585859,0.632996632996633,0.5824915824915825
359959,0,0.5661016949152542,0.5898305084745763,0.5898305084745763
359963,6,0.9372294372294372,0.9545454545454546,0.9502164502164502
359963,9,0.9437229437229436,0.945887445887446,0.9415584415584416
146818,1,0.8840579710144928,0.8768115942028986,0.855072463768116
359959,8,0.5322033898305085,0.5491525423728814,0.5627118644067797
359955,5,0.78,0.7466666666666667,0.8
190411,7,0.8578313253012049,0.8698795180722891,0.8650602409638555
168784,7,0.8226221079691517,0.8534704370179949,0.8586118251928021
359963,5,0.9372294372294372,0.935064935064935,0.91991341991342
146820,2,0.9462809917355371,0.9896694214876032,0.9855371900826446
2073,0,0.6195286195286195,0.632996632996633,0.632996632996633
359962,8,0.8696682464454977,0.8862559241706162,0.8838862559241706
359955,1,0.7733333333333333,0.7666666666666667,0.76
359974,6,0.6561224489795918,0.7091836734693877,0.7040816326530612
359963,1,0.9112554112554112,0.935064935064935,0.9372294372294372
359975,3,0.996078431372549,0.9980392156862744,0.9911764705882352
