task_id,seed,weighted_ensemble,individual
190411,3,0.8795180722891566,0.8879518072289156
190137,7,0.9546351084812624,0.9428007889546351
359963,3,0.961038961038961,0.9545454545454546
359963,7,0.9285714285714286,0.9307359307359307
168911,9,0.8090452261306532,0.8358458961474037
168784,6,0.8174807197943444,0.7969151670951157
359963,4,0.948051948051948,0.945887445887446
359968,9,0.96,0.953
190137,0,0.9467455621301776,0.930966469428008
146818,9,0.8623188405797102,0.8188405797101449
168784,9,0.8200514138817481,0.8174807197943444
359971,9,0.971506105834464,0.9687924016282226
359965,2,0.9953125,0.99375
359972,7,0.944390243902439,0.9473170731707315
2073,1,0.6094276094276094,0.6195286195286195
359955,3,0.7466666666666667,0.76
359972,9,0.9482926829268292,0.951219512195122
359971,4,0.9810040705563092,0.9769335142469472
359964,0,0.9670846394984326,0.9608150470219436
359958,6,0.928082191780822,0.9383561643835616
359955,6,0.7733333333333333,0.8066666666666666
359956,2,0.8530805687203792,0.8436018957345972
359957,2,0.9537037037037036,0.9537037037037036
359971,8,0.9742198100407056,0.9728629579375848
2073,6,0.5925925925925926,0.5858585858585859
359956,9,0.8720379146919431,0.8672985781990521
359972,2,0.951219512195122,0.9541463414634146
168784,2,0.7892030848329049,0.781491002570694
359964,5,0.957680250783699,0.9529780564263324
359958,0,0.8904109589041096,0.8767123287671232
146820,9,0.9907024793388428,0.9917355371900828
190137,4,0.9467455621301776,0.95069033530572
359974,2,0.6948979591836735,0.7010204081632653
168784,0,0.8226221079691517,0.8226221079691517
190146,2,0.8411764705882353,0.8529411764705882
359972,6,0.9590243902439024,0.9570731707317072
190411,4,0.8867469879518072,0.880722891566265
2073,5,0.5723905723905723,0.5723905723905723
359962,4,0.8459715639810427,0.8459715639810427
190137,8,0.9447731755424064,0.9368836291913216
168757,6,0.715,0.7
359964,9,0.9670846394984326,0.9670846394984326
359971,7,0.9724106739032112,0.9719583898688376
359962,6,0.8838862559241706,0.8696682464454977
359958,1,0.9075342465753424,0.9143835616438356
359968,8,0.972,0.958
359975,7,0.9931372549019608,0.9941176470588236
190146,9,0.8352941176470589,0.8705882352941177
