task id,run #,ensemble_5000,ensemble_70
359955,1,0.716374269005848,0.736111111111111
168784,12,0.9665139345976866,0.9689312101431168
146820,9,0.9955492106147128,0.997564662411824
359960,2,0.995927842030464,0.9999341437104572
2073,9,0.9289691008678224,0.9319059967760775
190411,11,0.8898587254169779,0.9262664924072692
359962,12,0.8692092221503986,0.883602671837966
359960,14,1.0,1.0
146820,0,0.995297279140074,0.9953392677191804
190137,19,0.918815789473684,0.9338815789473685
359968,14,0.922241762233836,0.931100818203585
146820,13,0.998698354047699,0.9982154853879746
190137,14,0.9394736842105262,0.940657894736842
190137,8,0.9319736842105264,0.9323026315789472
190137,20,0.9089473684210526,0.941907894736842
359958,18,0.9306640625,0.9436848958333331
359975,11,0.9919071310116088,0.9958872305140962
359975,8,0.9692205638474296,0.986334991708126
359960,15,0.9998189542799208,1.0
190411,20,0.9134070823998008,0.9170867562857854
359960,1,1.0,1.0
359962,14,0.8552467140702436,0.8461107519931049
190411,19,0.9069812671147623,0.9179658327109784
359974,2,0.884009429366132,0.9007467185772668
359962,16,0.8157078215901746,0.8295410471881061
190137,10,0.9272368421052632,0.945
359960,7,1.0,1.0
190137,4,0.9052631578947368,0.9280263157894736
190137,6,0.91875,0.9405263157894737
359975,2,0.9930348258706468,0.9962189054726368
190137,17,0.9067763157894736,0.9169736842105264
2073,12,0.8771328449144116,0.8789510376471439
359960,17,1.0,1.0
359960,3,0.9996751719861632,1.0
359958,16,0.9251302083333334,0.9319661458333331
146820,11,0.9981315082297616,0.9973757138058448
190411,0,0.9034494025392086,0.9089805825242716
190137,3,0.8763157894736843,0.89
168784,16,0.970928328207916,0.9762220412679036
359974,17,0.8208870061533995,0.8764613019344875
190137,18,0.9092763157894737,0.9100657894736842
359955,15,0.7419590643274854,0.7707115009746588
359968,12,0.9244874875122812,0.9151495636522758
359974,0,0.7691722695949685,0.8917334888659656
359975,5,0.993698175787728,0.9950912106135988
359955,12,0.6998050682261207,0.7051656920077972
2073,0,0.8890528019394779,0.9098701012352418
