task_id,seed,weighted_ensemble,individual
359956,18,0.8957345971563981,0.8909952606635071
168350,0,0.9296947271045328,0.91581868640148
359963,10,0.9242424242424242,0.9242424242424242
359964,11,0.9717868338557992,0.9608150470219436
190146,10,0.8529411764705882,0.8529411764705882
359972,11,0.9570731707317072,0.9560975609756096
359965,6,0.9984375,1.0
359962,11,0.8578199052132701,0.8720379146919431
359957,19,0.949074074074074,0.9537037037037036
359975,1,0.9941176470588236,0.9941176470588236
359965,17,0.9953125,0.99375
168350,13,0.8889916743755781,0.8917668825161887
359959,3,0.5830508474576271,0.5491525423728814
359964,16,0.9733542319749215,0.9702194357366772
146820,1,0.9896694214876032,0.9886363636363636
359958,4,0.928082191780822,0.9315068493150684
359968,18,0.956,0.949
190137,10,0.9368836291913216,0.9368836291913216
359963,2,0.9588744588744588,0.961038961038961
146818,0,0.8768115942028986,0.855072463768116
168911,6,0.8324958123953099,0.8324958123953099
359971,5,0.9733152419719584,0.9724106739032112
359971,0,0.9678878335594754,0.9701492537313432
190411,13,0.8746987951807229,0.8759036144578313
168757,17,0.74,0.745
359964,8,0.974921630094044,0.9608150470219436
359956,7,0.8815165876777251,0.8815165876777251
359956,17,0.8720379146919431,0.8767772511848341
168784,5,0.7969151670951157,0.8020565552699229
359965,12,0.9953125,0.9921875
168350,20,0.9167437557816835,0.9213691026827012
190146,5,0.788235294117647,0.788235294117647
359968,1,0.96,0.952
359964,1,0.9608150470219436,0.9498432601880876
2073,3,0.6161616161616161,0.6127946127946128
359959,17,0.5694915254237288,0.5491525423728814
190137,13,0.9368836291913216,0.9368836291913216
359975,10,0.9950980392156864,0.9901960784313726
359955,16,0.7866666666666666,0.78
359959,0,0.5728813559322034,0.5966101694915255
359963,6,0.9545454545454546,0.9502164502164502
359963,9,0.945887445887446,0.9437229437229436
359957,4,0.9814814814814816,0.9814814814814816
146818,1,0.8043478260869565,0.8115942028985508
359958,16,0.9006849315068494,0.9041095890410958
359974,1,0.7173469387755103,0.7030612244897959
359964,13,0.962382445141066,0.9592476489028212
359959,8,0.5288135593220339,0.5559322033898305
359957,15,0.9675925925925926,0.9722222222222222
359956,14,0.8815165876777251,0.8672985781990521
359955,5,0.7533333333333333,0.7466666666666667
359968,19,0.959,0.964
359958,19,0.9006849315068494,0.9075342465753424
359963,12,0.9307359307359307,0.9242424242424242
359957,18,0.9675925925925926,0.9629629629629628
190146,16,0.8470588235294118,0.8529411764705882
190411,7,0.8698795180722891,0.8662650602409638
168784,7,0.8483290488431876,0.8431876606683805
359963,5,0.9372294372294372,0.9242424242424242
168757,13,0.75,0.745
146820,2,0.987603305785124,0.987603305785124
2073,0,0.6094276094276094,0.6026936026936027
359972,16,0.9580487804878048,0.96
359971,19,0.9629127091813658,0.9665309814563546
359962,8,0.8886255924170616,0.8791469194312796
359955,1,0.7733333333333333,0.76
359964,15,0.963949843260188,0.9561128526645768
190137,14,0.9428007889546351,0.9447731755424064
359974,6,0.7040816326530612,0.7020408163265306
168911,7,0.8391959798994975,0.8391959798994975
359975,19,0.9941176470588236,0.9931372549019608
359963,14,0.9372294372294372,0.945887445887446
359963,1,0.9242424242424242,0.935064935064935
359974,18,0.6836734693877551,0.6877551020408164
359975,3,0.9970588235294118,0.9911764705882352
190146,4,0.8470588235294118,0.8235294117647058
359964,14,0.9733542319749215,0.962382445141066
2073,15,0.5959595959595959,0.5622895622895623
359965,15,0.996875,0.9984375
190411,17,0.8698795180722891,0.8746987951807229
359956,3,0.8672985781990521,0.8767772511848341
190146,1,0.8176470588235294,0.8058823529411765
359956,8,0.9004739336492891,0.8957345971563981
359957,7,0.9444444444444444,0.9537037037037036
190411,16,0.8530120481927711,0.8554216867469879
190411,12,0.8650602409638555,0.863855421686747
146820,11,0.9917355371900828,0.9865702479338844
2073,19,0.6161616161616161,0.6094276094276094
359965,8,0.996875,0.996875
359964,4,0.9655172413793104,0.962382445141066
359955,17,0.7533333333333333,0.7133333333333334
190137,9,0.9546351084812624,0.9349112426035504
168757,20,0.78,0.775
190137,3,0.940828402366864,0.9388560157790928
359962,14,0.8791469194312796,0.8720379146919431
359963,15,0.9393939393939394,0.9437229437229436
359972,1,0.9629268292682926,0.953170731707317
168350,9,0.9167437557816835,0.9148936170212766
359955,4,0.7733333333333333,0.7666666666666667
359958,10,0.9041095890410958,0.9178082191780822
190411,1,0.8686746987951808,0.8698795180722891
359968,5,0.96,0.956
359975,16,0.9941176470588236,0.992156862745098
359965,11,0.9953125,0.9953125
359964,10,0.963949843260188,0.9561128526645768
2073,2,0.5622895622895623,0.5656565656565656
359975,5,0.992156862745098,0.9931372549019608
359975,6,0.9950980392156864,0.9950980392156864
359968,14,0.968,0.964
190146,14,0.8411764705882353,0.8176470588235294
146820,3,0.9824380165289256,0.9824380165289256
359963,16,0.9329004329004328,0.9393939393939394
359964,17,0.962382445141066,0.962382445141066
359962,10,0.8625592417061612,0.8672985781990521
359975,9,0.9941176470588236,0.9931372549019608
359968,10,0.963,0.955
359975,8,0.992156862745098,0.9911764705882352
190146,3,0.8411764705882353,0.8705882352941177
359955,7,0.7866666666666666,0.8
359974,12,0.6877551020408164,0.6857142857142857
168784,12,0.7789203084832905,0.7712082262210797
359975,13,0.9911764705882352,0.992156862745098
168757,15,0.795,0.75
359971,6,0.9710538218000904,0.9724106739032112
359957,0,0.9814814814814816,0.9722222222222222
146818,20,0.9057971014492754,0.8913043478260869
168911,3,0.8257956448911222,0.8107202680067002
359959,14,0.5694915254237288,0.5728813559322034
359968,0,0.967,0.959
359955,0,0.7266666666666667,0.7533333333333333
168757,16,0.765,0.7
359959,5,0.5694915254237288,0.5661016949152542
359968,11,0.965,0.958
168757,18,0.78,0.765
2073,16,0.6498316498316499,0.6296296296296297
359959,12,0.5661016949152542,0.5728813559322034
359965,19,0.9984375,0.996875
359958,8,0.9041095890410958,0.9006849315068494
146818,13,0.8043478260869565,0.8188405797101449
190411,9,0.8530120481927711,0.8530120481927711
359959,18,0.5559322033898305,0.5389830508474577
2073,4,0.5892255892255892,0.6026936026936027
359975,14,0.9941176470588236,0.9941176470588236
359957,10,0.9675925925925926,0.9675925925925926
359974,13,0.6908163265306122,0.676530612244898
190137,2,0.9388560157790928,0.9368836291913216
190411,6,0.8662650602409638,0.8662650602409638
359959,9,0.5796610169491525,0.5627118644067797
190137,20,0.95069033530572,0.9467455621301776
359962,19,0.8672985781990521,0.8649289099526066
359965,18,0.9953125,0.996875
359964,7,0.9670846394984326,0.9592476489028212
146818,8,0.855072463768116,0.8695652173913043
146818,11,0.8840579710144928,0.8695652173913043
359975,20,0.9931372549019608,0.9941176470588236
168784,17,0.7840616966580977,0.7737789203084833
168757,12,0.73,0.76
359971,3,0.9710538218000904,0.9669832654907282
359959,16,0.5932203389830508,0.559322033898305
359958,15,0.9075342465753424,0.9075342465753424
359974,8,0.6816326530612244,0.6632653061224489
359958,2,0.9041095890410958,0.8904109589041096
359962,13,0.8483412322274881,0.8554502369668247
190146,19,0.8352941176470589,0.8764705882352941
359972,15,0.9502439024390243,0.944390243902439
168911,1,0.8274706867671692,0.8358458961474037
168757,4,0.79,0.77
359965,0,0.9984375,0.996875
168784,8,0.8020565552699229,0.7892030848329049
168350,16,0.9195189639222942,0.9167437557816835
168757,14,0.76,0.755
168757,2,0.745,0.705
359968,4,0.965,0.956
359955,13,0.7866666666666666,0.7933333333333333
146820,5,0.987603305785124,0.9917355371900828
168757,9,0.755,0.7
359959,4,0.5525423728813559,0.5423728813559322
359962,16,0.8578199052132701,0.8483412322274881
168911,13,0.8375209380234506,0.830820770519263
359963,17,0.9307359307359307,0.9437229437229436
359958,9,0.928082191780822,0.8938356164383562
359971,14,0.973767526006332,0.9706015377657168
359971,1,0.9724106739032112,0.9687924016282226
146818,4,0.855072463768116,0.8260869565217391
146818,18,0.855072463768116,0.855072463768116
2073,12,0.6127946127946128,0.6060606060606061
359975,2,0.9931372549019608,0.9931372549019608
359962,9,0.8767772511848341,0.8815165876777251
168350,12,0.91581868640148,0.908418131359852
168784,13,0.781491002570694,0.7866323907455013
359975,4,0.9941176470588236,0.9941176470588236
190137,6,0.9428007889546351,0.9388560157790928
359965,9,0.984375,0.9921875
359964,3,0.9561128526645768,0.9561128526645768
190411,2,0.8506024096385543,0.8530120481927711
2073,8,0.622895622895623,0.6127946127946128
168350,10,0.906567992599445,0.9056429232192414
168350,2,0.9176688251618872,0.9148936170212766
2073,14,0.632996632996633,0.632996632996633
359958,13,0.8938356164383562,0.9006849315068494
359958,14,0.8972602739726028,0.910958904109589
168757,8,0.755,0.72
359965,16,0.9953125,0.996875
359957,12,0.9861111111111112,0.9629629629629628
359959,15,0.4847457627118644,0.488135593220339
190137,1,0.9428007889546351,0.940828402366864
146818,17,0.8768115942028986,0.8768115942028986
359956,16,0.8720379146919431,0.8815165876777251
146820,14,0.9907024793388428,0.9907024793388428
146820,10,0.9834710743801652,0.9865702479338844
359955,15,0.7733333333333333,0.7533333333333333
359957,17,0.9537037037037036,0.949074074074074
